"","V1","V2","V3","V4","V5","V6","value"
"17561","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___TS.g47232.t1",146,-20.42,"68.42%","68.42%",-0.856568513885892
"17562","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___TS.g47232.t1",147,-21.06,"65.00%","70.00%",-0.856568513885892
"17597","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g1163.t1",158,-20.33,"75.00%","75.00%",-0.794980554459091
"19558","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g15864.t1",175,-21.68,"83.33%","88.89%",-0.732359849298186
"24196","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g15019.t1",141,-21.38,"54.17%","66.67%",-0.8105218113678
"24286","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g21999.t1",160,-26.81,"77.78%","83.33%",-0.936924083598773
"24873","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g38789.t1",148,-20.95,"81.82%","90.91%",-0.739142347727114
"25072","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g34447.t1",170,-24.2,"80.95%","85.71%",-0.911955640529463
"1845","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g41547.t1",145,-23.48,"100.00%","100.00%",-0.795416653687116
"2162","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g9047.t3",154,-25.08,"65.00%","80.00%",-0.792651424008223
"2401","Montipora_capitata_HIv3___Scaffold_11_801837","Montipora_capitata_HIv3___RNAseq.g22787.t1",166,-23.63,"70.00%","90.00%",-0.707729106906571
"3100","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g41547.t1",145,-23.48,"100.00%","100.00%",-0.795416653687116
"3417","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g9047.t3",154,-25.08,"65.00%","80.00%",-0.792651424008223
"3577","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g1927.t1",143,-22.5,"64.29%","78.57%",-0.730608689959952
"3761","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g27924.t1",168,-27.03,"88.24%","88.24%",-0.779399477395057
"3766","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g28077.t1",155,-24.12,"70.00%","75.00%",-0.76626040134031
"6074","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g43848.t1",157,-30.36,"70.83%","79.17%",-0.876553918224946
"6232","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g18498.t1",172,-29.26,"86.67%","100.00%",-0.744261022389518
"6366","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g26617.t1",144,-20.61,"66.67%","73.33%",-0.742895029616375
"6486","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g34556.t1",159,-26.16,"76.47%","88.24%",-0.706298982212403
"6777","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g6724.t1",152,-23.85,"66.67%","86.67%",-0.785136632215509
"7165","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___RNAseq.g14993.t1",149,-20.33,"78.57%","85.71%",-0.700793163720791
"8939","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g41547.t1",145,-23.48,"100.00%","100.00%",-0.795416653687116
"9256","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g9047.t3",154,-25.08,"65.00%","80.00%",-0.792651424008223
"9754","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g14098.t1",148,-20.22,"57.69%","73.08%",-0.857498499871322
"9755","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g14098.t1",157,-28.34,"85.71%","92.86%",-0.857498499871322
"9796","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g18912.t1",155,-21.78,"61.90%","80.95%",-0.704993779701672
"9851","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g24179.t1",144,-22.98,"57.69%","69.23%",-0.81227227214125
"10389","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g34195.t1",162,-21.26,"73.68%","84.21%",-0.864032531235664
"10933","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g34921.t1",157,-22.32,"85.71%","92.86%",-0.81663076527022
"11077","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g45619.t1",168,-27.66,"82.35%","94.12%",-0.768892223873785
"11843","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g2983.t1",161,-24.34,"78.26%","78.26%",-0.743802998286262
"12084","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g15603.t1",161,-23.97,"77.27%","77.27%",-0.835423346113786
"12087","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g15784.t1",151,-20.04,"65.22%","73.91%",-0.76321880983914
"12172","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g27058.t1",174,-20.42,"71.43%","85.71%",-0.741721961195399
"12816","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g12091.t1",151,-20.24,"65.00%","75.00%",-0.809672485466566
"13010","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g45135.t1",161,-29.45,"92.86%","92.86%",-0.714794189514156
"13532","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___RNAseq.g9680.t1",163,-22.47,"75.00%","80.00%",-0.909390834059441
"14363","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g14821.t1",158,-20.01,"84.62%","92.31%",-0.755223550747194
"14653","Montipora_capitata_HIv3___Scaffold_5_375083","Montipora_capitata_HIv3___RNAseq.g18506.t1",148,-20.81,"81.82%","90.91%",-0.700971741974936
"16069","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g26407.t1a",197,-41.06,"95.00%","95.00%",-0.795908279908708
"17430","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g41210.t1",158,-23.14,"75.00%","75.00%",-0.974751593925113
"19686","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g26825.t1",157,-20.26,"72.22%","83.33%",-0.864774510651039
"19882","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g4752.t1",156,-20.13,"72.22%","83.33%",-0.806022876551112
"20406","Montipora_capitata_HIv3___Scaffold_8_553085","Montipora_capitata_HIv3___RNAseq.g37597.t1",164,-34.18,"82.35%","88.24%",-0.729265476596591
"20840","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g26825.t1",150,-21.45,"63.16%","78.95%",-0.968044370875183
"20852","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g2983.t1",161,-28.35,"78.26%","78.26%",-0.74477258123541
"20853","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g2983.t1",164,-20.55,"82.35%","88.24%",-0.74477258123541
"24324","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g25097.t1",144,-23.44,"63.16%","73.68%",-0.749300004213448
"24659","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g4830.t1",146,-20.29,"57.14%","66.67%",-0.901068693144916
"24722","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g6804.t1",143,-20.49,"61.11%","66.67%",-0.757527545046058
"24723","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g6804.t1",153,-20.58,"72.22%","77.78%",-0.757527545046058
"25010","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g24730.t1",159,-20.38,"70.00%","80.00%",-0.734451637195324
"25231","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___TS.g45844.t2b",164,-22.28,"69.57%","78.26%",-0.893567654015733
"25281","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g20746.t1",167,-20.34,"85.71%","100.00%",-0.83080546391488
"25318","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g30218.t1",152,-20.09,"86.67%","86.67%",-0.800432164516058
"682","Montipora_capitata_HIv3___Scaffold_10_645863","Montipora_capitata_HIv3___RNAseq.g44069.t1",177,-22.67,"87.50%","100.00%",-0.763342232700258
"1687","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g32207.t1",145,-20.43,"73.33%","80.00%",-0.932895692936615
"1905","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g46385.t1",162,-25.25,"76.47%","82.35%",-0.932291999508732
"2942","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g32207.t1",145,-20.43,"73.33%","80.00%",-0.932895692936615
"3160","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g46385.t1",162,-25.25,"76.47%","82.35%",-0.932291999508732
"4109","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g44382.t1",165,-21.56,"81.25%","87.50%",-0.732467347942059
"4320","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___TS.g11863.t1",148,-26.08,"66.67%","66.67%",-0.83754127233747
"5233","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g12835.t1",151,-20.03,"71.43%","85.71%",-0.765834987358846
"5640","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g37869.t1",144,-20.28,"70.00%","70.00%",-0.70034698629968
"6581","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g41262.t1",151,-22.51,"71.43%","85.71%",-0.840788060677319
"6808","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g8955.t1",146,-21.34,"88.89%","100.00%",-0.744492714096541
"7003","Montipora_capitata_HIv3___Scaffold_14_1017829","Montipora_capitata_HIv3___RNAseq.g14914.t1",157,-23.23,"85.71%","92.86%",-0.772257786870825
"7533","Montipora_capitata_HIv3___Scaffold_1_4183","Montipora_capitata_HIv3___RNAseq.g41319.t1",176,-24.13,"80.95%","85.71%",-0.924008047458518
"8781","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g32207.t1",145,-20.43,"73.33%","80.00%",-0.932895692936615
"8999","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g46385.t1",162,-25.25,"76.47%","82.35%",-0.932291999508732
"9302","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g16184.t1b",167,-20.43,"77.27%","81.82%",-0.788712930809508
"9357","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g23554.t1",157,-21.2,"60.87%","78.26%",-0.849695617329245
"10232","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g11996.t1",166,-20.26,"73.68%","89.47%",-0.81427930714348
"10738","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g20329.t1",160,-24.52,"78.95%","84.21%",-0.735133322697393
"11182","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g7688.t2",173,-27.48,"87.50%","93.75%",-0.92259903529449
"11589","Montipora_capitata_HIv3___Scaffold_2_87665","Montipora_capitata_HIv3___RNAseq.g44069.t1",177,-22.67,"87.50%","100.00%",-0.763342232700258
"11873","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g35597.t1",161,-20.57,"75.00%","87.50%",-0.964410478570506
"11978","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g8743.t1a",164,-21.36,"68.42%","84.21%",-0.777302600361379
"12276","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g41661.t1",153,-20.8,"68.18%","68.18%",-0.788667771724697
"12886","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g25266.t2",184,-37.77,"89.47%","89.47%",-0.766869445512938
"14196","Montipora_capitata_HIv3___Scaffold_5_322659","Montipora_capitata_HIv3___RNAseq.g44069.t1",177,-22.67,"87.50%","100.00%",-0.763342232700258
"14426","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g26926.t1",140,-22.14,"100.00%","100.00%",-0.801045090140372
"14483","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g41189.t1",151,-21.59,"75.00%","81.25%",-0.713925300574921
"14517","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g48125.t1",143,-23.46,"70.00%","70.00%",-0.853914640490369
"15034","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g21583.t1",155,-22.28,"81.25%","81.25%",-0.861405368331594
"15035","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g21589.t1",162,-23.17,"72.73%","81.82%",-0.779331471207898
"15755","Montipora_capitata_HIv3___Scaffold_6_419669","Montipora_capitata_HIv3___RNAseq.g44069.t1",177,-22.67,"87.50%","100.00%",-0.763342232700258
"16722","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g27852.t1",160,-20.54,"66.67%","80.95%",-0.962795260882789
"16826","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g3570.t1",160,-23.41,"66.67%","80.95%",-0.844868068486128
"16946","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g4527.t1",167,-21.13,"80.00%","80.00%",-0.866891562047567
"19224","Montipora_capitata_HIv3___Scaffold_8_535535","Montipora_capitata_HIv3___RNAseq.g50191.t1",152,-20.28,"66.67%","71.43%",-0.728571061593046
"19685","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g26823.t1",161,-22.52,"77.78%","83.33%",-0.887603945134288
"19771","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g35597.t1",160,-21.39,"78.95%","84.21%",-0.913046446119367
"20839","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g26823.t1",150,-20.7,"63.16%","78.95%",-0.937207884280047
"22461","Montipora_capitata_HIv3___Scaffold_8_586427","Montipora_capitata_HIv3___RNAseq.g27167.t1",152,-20.42,"73.33%","80.00%",-0.742760590958833
"24603","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g44427.t1",154,-25.87,"66.67%","80.95%",-0.726738504666549
"25427","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___TS.g14441.t1",152,-20.09,"86.67%","86.67%",-0.800432164516058
"25437","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___TS.g28867.t1",154,-21.57,"76.47%","88.24%",-0.848073671709143
"25442","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___TS.g34927.t1",154,-20.73,"76.92%","92.31%",-0.814118843506092
"791","Montipora_capitata_HIv3___Scaffold_10_645863","Montipora_capitata_HIv3___TS.g32738.t2",149,-20.4,"58.33%","70.83%",-0.765761005580898
"1157","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g43846.t1b",151,-20.94,"65.22%","69.57%",-0.843841675527171
"1369","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___TS.g46670.t1",150,-20.33,"61.90%","66.67%",-0.710832383877077
"1534","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g20473.t1",169,-34.09,"81.25%","93.75%",-0.753615005023698
"1551","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g21585.t1",157,-20.25,"75.00%","81.25%",-0.725543594092236
"1646","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g29040.t1",162,-25.25,"76.47%","82.35%",-0.915254470865682
"1938","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g49850.t1",151,-22.48,"78.57%","78.57%",-0.850210666887475
"2789","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g20473.t1",169,-34.09,"81.25%","93.75%",-0.753615005023698
"2806","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g21585.t1",157,-20.25,"75.00%","81.25%",-0.725543594092236
"2901","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g29040.t1",162,-25.25,"76.47%","82.35%",-0.915254470865682
"3193","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g49850.t1",151,-22.48,"78.57%","78.57%",-0.850210666887475
"5935","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g13250.t1",154,-23.22,"66.67%","75.00%",-0.737258922582945
"7218","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___RNAseq.g24851.t1",155,-20.72,"76.47%","82.35%",-0.803164595444902
"7503","Montipora_capitata_HIv3___Scaffold_1_4183","Montipora_capitata_HIv3___RNAseq.g27249.t1",175,-21.62,"80.00%","90.00%",-0.818675365705913
"7591","Montipora_capitata_HIv3___Scaffold_14_992284","Montipora_capitata_HIv3___RNAseq.g11111.t1",161,-21.74,"68.18%","77.27%",-0.756729963901872
"8225","Montipora_capitata_HIv3___Scaffold_14_999529","Montipora_capitata_HIv3___RNAseq.g22684.t1",171,-22.5,"77.78%","88.89%",-0.735596736330459
"8628","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g20473.t1",169,-34.09,"81.25%","93.75%",-0.753615005023698
"8645","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g21585.t1",157,-20.25,"75.00%","81.25%",-0.725543594092236
"8740","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g29040.t1",162,-25.25,"76.47%","82.35%",-0.915254470865682
"9032","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g49850.t1",151,-22.48,"78.57%","78.57%",-0.850210666887475
"11350","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g6117.t1",158,-21.05,"70.59%","82.35%",-0.714106231660209
"11698","Montipora_capitata_HIv3___Scaffold_2_87665","Montipora_capitata_HIv3___TS.g32738.t2",149,-20.4,"58.33%","70.83%",-0.765761005580898
"11745","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g11565.t1",151,-21.67,"66.67%","71.43%",-0.858864245887651
"12407","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___TS.g23096.t2",145,-25.33,"55.17%","65.52%",-0.934066426747651
"12875","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g23115.t1",150,-22.3,"77.78%","77.78%",-0.834760510488797
"13018","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g45963.t1",172,-25.47,"78.95%","84.21%",-0.874483469908387
"14305","Montipora_capitata_HIv3___Scaffold_5_322659","Montipora_capitata_HIv3___TS.g32738.t2",149,-20.4,"58.33%","70.83%",-0.765761005580898
"14708","Montipora_capitata_HIv3___Scaffold_5_375083","Montipora_capitata_HIv3___RNAseq.g28840.t1",148,-20.81,"81.82%","90.91%",-0.704072956419057
"15111","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g28066.t1",162,-24.66,"68.42%","89.47%",-0.880577318039214
"15864","Montipora_capitata_HIv3___Scaffold_6_419669","Montipora_capitata_HIv3___TS.g32738.t2",149,-20.4,"58.33%","70.83%",-0.765761005580898
"16156","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g33138.t1",140,-20.19,"100.00%","100.00%",-0.74034513036003
"19638","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g22684.t1",158,-21.43,"69.57%","78.26%",-0.721348784432922
"20759","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g11565.t1",151,-20.18,"66.67%","71.43%",-0.859717612852335
"24460","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g35282.t1",154,-22.44,"62.50%","83.33%",-0.811140343816097
"24514","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g38245.t1",157,-24.88,"75.00%","81.25%",-0.783995596378272
"24548","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g40033.t1",143,-20.49,"61.11%","66.67%",-0.831998843751341
"24911","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g49807.t1",149,-20.67,"60.00%","70.00%",-0.923305580799672
"25292","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g22713.t1",152,-23.72,"71.43%","76.19%",-0.815945879845575
"1231","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g615.t1",157,-21.98,"68.42%","84.21%",-0.75487365450287
"1301","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___TS.g20965.t1",167,-22.1,"71.43%","85.71%",-0.753321438806115
"1518","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g19117.t1",151,-23.5,"75.00%","81.25%",-0.927090153595128
"1663","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g30221.t1",152,-24.76,"70.00%","80.00%",-0.917173807623927
"1897","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g45957.t1",154,-23.73,"66.67%","76.19%",-0.852050496353619
"2037","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g20760.t1b",160,-31.99,"77.27%","81.82%",-0.818618313793003
"2773","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g19117.t1",151,-23.5,"75.00%","81.25%",-0.927090153595128
"2918","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g30221.t1",152,-24.76,"70.00%","80.00%",-0.917173807623927
"3152","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g45957.t1",154,-23.73,"66.67%","76.19%",-0.852050496353619
"3292","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g20760.t1b",160,-31.99,"77.27%","81.82%",-0.818618313793003
"3423","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.24006_t",165,-22.95,"70.00%","80.00%",-0.790723152386931
"3741","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g26719.t1",164,-31.68,"71.43%","80.95%",-0.753925591080718
"5234","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g12940.t1",167,-22.55,"66.67%","90.48%",-0.919366895612025
"5950","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g1602.t1",157,-21.12,"85.71%","92.86%",-0.829653041495028
"6231","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g18468.t1",152,-21.05,"85.71%","85.71%",-0.757651020482978
"6324","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g23684.t1",158,-22.42,"86.67%","86.67%",-0.880218676176945
"6733","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g49647.t1",151,-23.01,"90.00%","100.00%",-0.80175956180071
"6980","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g7293.t1",159,-28.73,"85.71%","85.71%",-0.713707517259009
"7416","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___TS.g1508.t2a",147,-25.59,"71.43%","78.57%",-0.790109263313961
"7869","Montipora_capitata_HIv3___Scaffold_14_992284","Montipora_capitata_HIv3___RNAseq.g50516.t1",155,-20.6,"76.47%","82.35%",-0.881413464143194
"8171","Montipora_capitata_HIv3___Scaffold_14_999529","Montipora_capitata_HIv3___RNAseq.g15060.t1",153,-20.86,"70.83%","70.83%",-0.789801251524564
"8612","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g19117.t1",151,-23.5,"75.00%","81.25%",-0.927090153595128
"8757","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g30221.t1",152,-24.76,"70.00%","80.00%",-0.917173807623927
"8991","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g45957.t1",154,-23.73,"66.67%","76.19%",-0.852050496353619
"9131","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g20760.t1b",160,-31.99,"77.27%","81.82%",-0.818618313793003
"9278","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g13023.t1",175,-21.42,"68.18%","86.36%",-0.714018870920354
"9496","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g39012.t1",145,-20.29,"54.55%","66.67%",-0.773727151719356
"9760","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g14486.t1",148,-20.18,"57.69%","73.08%",-0.77539286611492
"10069","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g47363.t1",166,-26.64,"66.67%","80.95%",-0.870558006453987
"12146","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g22914.t1",159,-20.67,"82.35%","82.35%",-0.797041580421348
"13476","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___RNAseq.g45111.t1",168,-20.54,"72.73%","81.82%",-0.834938709360373
