"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","X","V1","V3","V4","V5","V6","value","sig.prop"
"442","Montipora_capitata_HIv3___RNAseq.g34375.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",14730,"Montipora_capitata_HIv3___Scaffold_5_375083",155,-21.21,"78.57%","85.71%",-0.830205818992459,0.0303806734992679
"443","Montipora_capitata_HIv3___TS.g7858.t2","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",1390,"Montipora_capitata_HIv3___Scaffold_10_667068",159,-20.08,"78.57%","92.86%",-0.767552546363357,0.0411522633744856
"444","Montipora_capitata_HIv3___TS.g7858.t2","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",1390,"Montipora_capitata_HIv3___Scaffold_10_667068",159,-20.08,"78.57%","92.86%",-0.767552546363357,0.0303806734992679
"445","Montipora_capitata_HIv3___TS.g7858.t2","GO:1990456","mitochondrion-endoplasmic reticulum membrane tether...",1,1,0.03,0.03207,"Biological Processes",1390,"Montipora_capitata_HIv3___Scaffold_10_667068",159,-20.08,"78.57%","92.86%",-0.767552546363357,1
"446","Montipora_capitata_HIv3___RNAseq.g3456.t1","GO:0045736","negative regulation of cyclin-dependent protein ser...",17,5,0.55,0.00015,"Biological Processes",21117,"Montipora_capitata_HIv3___Scaffold_8_578139",169,-21.79,"72.73%","81.82%",-0.830386305644615,0.294117647058824
"447","Montipora_capitata_HIv3___RNAseq.g3456.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",21117,"Montipora_capitata_HIv3___Scaffold_8_578139",169,-21.79,"72.73%","81.82%",-0.830386305644615,0.0457142857142857
"448","Montipora_capitata_HIv3___RNAseq.g33154.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",10908,"Montipora_capitata_HIv3___Scaffold_2_71488",150,-22.48,"77.78%","77.78%",-0.709740027230892,0.0303806734992679
"449","Montipora_capitata_HIv3___RNAseq.g33154.t1","GO:0060041","retina development in camera-type eye",174,9,5.58,0.0202,"Biological Processes",10908,"Montipora_capitata_HIv3___Scaffold_2_71488",150,-22.48,"77.78%","77.78%",-0.709740027230892,0.0517241379310345
"450","Montipora_capitata_HIv3___RNAseq.g9282.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",17067,"Montipora_capitata_HIv3___Scaffold_7_456843",165,-24.89,"63.64%","86.36%",-0.896427848079426,0.0457142857142857
"451","Montipora_capitata_HIv3___RNAseq.g9282.t1","GO:0070377","negative regulation of ERK5 cascade",1,1,0.03,0.03207,"Biological Processes",17067,"Montipora_capitata_HIv3___Scaffold_7_456843",165,-24.89,"63.64%","86.36%",-0.896427848079426,1
"452","Montipora_capitata_HIv3___RNAseq.g45413.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",24621,"Montipora_capitata_HIv3___Scaffold_9_613239",154,-22.72,"84.62%","84.62%",-0.951661842863831,0.0411522633744856
"453","Montipora_capitata_HIv3___RNAseq.g45413.t1","GO:0008360","regulation of cell shape",119,8,3.82,0.01906,"Biological Processes",24621,"Montipora_capitata_HIv3___Scaffold_9_613239",154,-22.72,"84.62%","84.62%",-0.951661842863831,0.0672268907563025
"454","Montipora_capitata_HIv3___RNAseq.g47355.t1","GO:0042593","glucose homeostasis",221,11,7.09,0.02396,"Biological Processes",16306,"Montipora_capitata_HIv3___Scaffold_6_439094",150,-22.9,"100.00%","100.00%",-0.716210507661717,0.0497737556561086
"455","Montipora_capitata_HIv3___RNAseq.g565.t2","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",10475,"Montipora_capitata_HIv3___Scaffold_2_67225",160,-20.22,"66.67%","80.95%",-0.735651928775925,0.0303806734992679
"456","Montipora_capitata_HIv3___RNAseq.g565.t2","GO:0071976","cell gliding",1,1,0.03,0.03207,"Biological Processes",10475,"Montipora_capitata_HIv3___Scaffold_2_67225",160,-20.22,"66.67%","80.95%",-0.735651928775925,1
"457","Montipora_capitata_HIv3___RNAseq.g565.t2","GO:0120117","T cell meandering migration",1,1,0.03,0.03207,"Biological Processes",10475,"Montipora_capitata_HIv3___Scaffold_2_67225",160,-20.22,"66.67%","80.95%",-0.735651928775925,1
"458","Montipora_capitata_HIv3___RNAseq.g25266.t2","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",12886,"Montipora_capitata_HIv3___Scaffold_4_264216",184,-37.77,"89.47%","89.47%",-0.766869445512938,0.0457142857142857
"459","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0002040","sprouting angiogenesis",87,5,2.79,0.02488,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.0574712643678161
"460","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.0468085106382979
"461","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0006482","protein demethylation",22,3,0.71,0.03203,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.136363636363636
"462","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0018395","peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine",2,2,0.06,0.00103,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,1
"463","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0034101","erythrocyte homeostasis",99,8,3.18,0.01384,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.0808080808080808
"464","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0035212","cell competition in a multicellular organism",16,5,0.51,0.00011,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.3125
"465","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0042116","macrophage activation",24,3,0.77,0.01929,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.125
"466","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0043654","recognition of apoptotic cell",4,2,0.13,0.00589,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.5
"467","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0048024","regulation of mRNA splicing, via spliceosome",86,4,2.76,0.03189,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.0465116279069767
"468","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.0400381315538608
"469","Montipora_capitata_HIv3___RNAseq.g49657.t1","GO:0060041","retina development in camera-type eye",174,9,5.58,0.0202,"Biological Processes",13506,"Montipora_capitata_HIv3___Scaffold_5_307262",150,-21.14,"73.33%","86.67%",-0.738903043620807,0.0517241379310345
"470","Montipora_capitata_HIv3___RNAseq.g8743.t1a","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",11978,"Montipora_capitata_HIv3___Scaffold_2_96328",164,-21.36,"68.42%","84.21%",-0.777302600361379,0.0468085106382979
"471","Montipora_capitata_HIv3___RNAseq.g8743.t1a","GO:0018393","internal peptidyl-lysine acetylation",110,8,3.53,0.02483,"Biological Processes",11978,"Montipora_capitata_HIv3___Scaffold_2_96328",164,-21.36,"68.42%","84.21%",-0.777302600361379,0.0727272727272727
"472","Montipora_capitata_HIv3___RNAseq.g8743.t1a","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",11978,"Montipora_capitata_HIv3___Scaffold_2_96328",164,-21.36,"68.42%","84.21%",-0.777302600361379,0.0400381315538608
"473","Montipora_capitata_HIv3___RNAseq.g33138.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",16156,"Montipora_capitata_HIv3___Scaffold_6_439094",140,-20.19,"100.00%","100.00%",-0.74034513036003,0.0411522633744856
"474","Montipora_capitata_HIv3___RNAseq.g33138.t1","GO:0007344","pronuclear fusion",7,2,0.22,0.01935,"Biological Processes",16156,"Montipora_capitata_HIv3___Scaffold_6_439094",140,-20.19,"100.00%","100.00%",-0.74034513036003,0.285714285714286
"475","Montipora_capitata_HIv3___RNAseq.g33138.t1","GO:0035044","sperm aster formation",4,2,0.13,0.00589,"Biological Processes",16156,"Montipora_capitata_HIv3___Scaffold_6_439094",140,-20.19,"100.00%","100.00%",-0.74034513036003,0.5
"476","Montipora_capitata_HIv3___RNAseq.g33138.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",16156,"Montipora_capitata_HIv3___Scaffold_6_439094",140,-20.19,"100.00%","100.00%",-0.74034513036003,0.0303806734992679
"477","Montipora_capitata_HIv3___RNAseq.g33138.t1","GO:0060041","retina development in camera-type eye",174,9,5.58,0.0202,"Biological Processes",16156,"Montipora_capitata_HIv3___Scaffold_6_439094",140,-20.19,"100.00%","100.00%",-0.74034513036003,0.0517241379310345
"478","Montipora_capitata_HIv3___RNAseq.g33138.t1","GO:0060631","regulation of meiosis I",15,3,0.48,0.01405,"Biological Processes",16156,"Montipora_capitata_HIv3___Scaffold_6_439094",140,-20.19,"100.00%","100.00%",-0.74034513036003,0.2
"479","Montipora_capitata_HIv3___RNAseq.g26992.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",12169,"Montipora_capitata_HIv3___Scaffold_2_98529",168,-21.06,"76.19%","80.95%",-0.790686203437392,0.0411522633744856
"480","Montipora_capitata_HIv3___RNAseq.g26992.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",17344,"Montipora_capitata_HIv3___Scaffold_8_488597",155,-25.29,"72.73%","72.73%",-0.844322072959742,0.0411522633744856
"481","Montipora_capitata_HIv3___RNAseq.g2901.t1","GO:0015882","L-ascorbic acid transmembrane transport",7,2,0.22,0.01935,"Biological Processes",8045,"Montipora_capitata_HIv3___Scaffold_14_994729",176,-24.98,"84.21%","84.21%",-0.834675402740696,0.285714285714286
"482","Montipora_capitata_HIv3___RNAseq.g2901.t1","GO:0019852","L-ascorbic acid metabolic process",18,3,0.58,0.01864,"Biological Processes",8045,"Montipora_capitata_HIv3___Scaffold_14_994729",176,-24.98,"84.21%","84.21%",-0.834675402740696,0.166666666666667
"483","Montipora_capitata_HIv3___RNAseq.g2901.t1","GO:0070837","dehydroascorbic acid transport",8,3,0.26,0.00162,"Biological Processes",8045,"Montipora_capitata_HIv3___Scaffold_14_994729",176,-24.98,"84.21%","84.21%",-0.834675402740696,0.375
"484","Montipora_capitata_HIv3___RNAseq.g47919.t1","GO:0009749","response to glucose",178,9,5.71,0.01824,"Biological Processes",1919,"Montipora_capitata_HIv3___Scaffold_10_729473",152,-22.72,"90.91%","90.91%",-0.880277444574764,0.050561797752809
"485","Montipora_capitata_HIv3___RNAseq.g47919.t1","GO:0009749","response to glucose",178,9,5.71,0.01824,"Biological Processes",3174,"Montipora_capitata_HIv3___Scaffold_11_826703",152,-22.72,"90.91%","90.91%",-0.880277444574764,0.050561797752809
"486","Montipora_capitata_HIv3___RNAseq.g47919.t1","GO:0009749","response to glucose",178,9,5.71,0.01824,"Biological Processes",9013,"Montipora_capitata_HIv3___Scaffold_151_1075760",152,-22.72,"90.91%","90.91%",-0.880277444574764,0.050561797752809
"487","Montipora_capitata_HIv3___RNAseq.g47919.t1","GO:0042593","glucose homeostasis",221,11,7.09,0.02396,"Biological Processes",1919,"Montipora_capitata_HIv3___Scaffold_10_729473",152,-22.72,"90.91%","90.91%",-0.880277444574764,0.0497737556561086
"488","Montipora_capitata_HIv3___RNAseq.g47919.t1","GO:0042593","glucose homeostasis",221,11,7.09,0.02396,"Biological Processes",3174,"Montipora_capitata_HIv3___Scaffold_11_826703",152,-22.72,"90.91%","90.91%",-0.880277444574764,0.0497737556561086
"489","Montipora_capitata_HIv3___RNAseq.g47919.t1","GO:0042593","glucose homeostasis",221,11,7.09,0.02396,"Biological Processes",9013,"Montipora_capitata_HIv3___Scaffold_151_1075760",152,-22.72,"90.91%","90.91%",-0.880277444574764,0.0497737556561086
"490","Montipora_capitata_HIv3___RNAseq.g9252.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",24754,"Montipora_capitata_HIv3___Scaffold_9_613239",157,-20.75,"77.78%","77.78%",-0.947540735490993,0.0411522633744856
"491","Montipora_capitata_HIv3___TS.g25677.t1","GO:0035445","borate transmembrane transport",1,1,0.03,0.03207,"Biological Processes",17141,"Montipora_capitata_HIv3___Scaffold_7_456843",166,-22.57,"76.19%","85.71%",-0.861310330385703,1
"492","Montipora_capitata_HIv3___RNAseq.g15825.t1","GO:0002014","vasoconstriction of artery involved in ischemic res...",1,1,0.03,0.03207,"Biological Processes",6191,"Montipora_capitata_HIv3___Scaffold_13_954675",160,-25.43,"80.00%","86.67%",-0.700684518345595,1
"493","Montipora_capitata_HIv3___RNAseq.g38443.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",10419,"Montipora_capitata_HIv3___Scaffold_2_67225",152,-20.67,"60.00%","76.00%",-0.776604166873138,0.0468085106382979
"494","Montipora_capitata_HIv3___RNAseq.g38443.t1","GO:0006482","protein demethylation",22,3,0.71,0.03203,"Biological Processes",10419,"Montipora_capitata_HIv3___Scaffold_2_67225",152,-20.67,"60.00%","76.00%",-0.776604166873138,0.136363636363636
"495","Montipora_capitata_HIv3___RNAseq.g38443.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",10419,"Montipora_capitata_HIv3___Scaffold_2_67225",152,-20.67,"60.00%","76.00%",-0.776604166873138,0.0400381315538608
"496","Montipora_capitata_HIv3___RNAseq.g11914.t2","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",15914,"Montipora_capitata_HIv3___Scaffold_6_439094",161,-20.44,"70.00%","75.00%",-0.792806889112686,0.0468085106382979
"497","Montipora_capitata_HIv3___RNAseq.g11914.t2","GO:0018393","internal peptidyl-lysine acetylation",110,8,3.53,0.02483,"Biological Processes",15914,"Montipora_capitata_HIv3___Scaffold_6_439094",161,-20.44,"70.00%","75.00%",-0.792806889112686,0.0727272727272727
"498","Montipora_capitata_HIv3___RNAseq.g11914.t2","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",15914,"Montipora_capitata_HIv3___Scaffold_6_439094",161,-20.44,"70.00%","75.00%",-0.792806889112686,0.0400381315538608
"499","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",1733,"Montipora_capitata_HIv3___Scaffold_10_729473",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.0282131661442006
"500","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",2988,"Montipora_capitata_HIv3___Scaffold_11_826703",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.0282131661442006
"501","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",8827,"Montipora_capitata_HIv3___Scaffold_151_1075760",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.0282131661442006
"502","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0050765","negative regulation of phagocytosis",13,3,0.42,0.00735,"Biological Processes",1733,"Montipora_capitata_HIv3___Scaffold_10_729473",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.230769230769231
"503","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0050765","negative regulation of phagocytosis",13,3,0.42,0.00735,"Biological Processes",2988,"Montipora_capitata_HIv3___Scaffold_11_826703",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.230769230769231
"504","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0050765","negative regulation of phagocytosis",13,3,0.42,0.00735,"Biological Processes",8827,"Montipora_capitata_HIv3___Scaffold_151_1075760",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.230769230769231
"505","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",1733,"Montipora_capitata_HIv3___Scaffold_10_729473",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.0303806734992679
"506","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",2988,"Montipora_capitata_HIv3___Scaffold_11_826703",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.0303806734992679
"507","Montipora_capitata_HIv3___RNAseq.g35078.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",8827,"Montipora_capitata_HIv3___Scaffold_151_1075760",142,-20.7,"57.14%","71.43%",-0.78998343153391,0.0303806734992679
"508","Montipora_capitata_HIv3___RNAseq.g12952.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",17613,"Montipora_capitata_HIv3___Scaffold_8_508612",152,-24.12,"59.26%","74.07%",-0.868797418873857,0.0303806734992679
"509","Montipora_capitata_HIv3___RNAseq.g45274.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",6653,"Montipora_capitata_HIv3___Scaffold_13_954675",159,-25.13,"81.25%","87.50%",-0.745400639821635,0.0282131661442006
"510","Montipora_capitata_HIv3___RNAseq.g45274.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",6653,"Montipora_capitata_HIv3___Scaffold_13_954675",159,-25.13,"81.25%","87.50%",-0.745400639821635,0.0303806734992679
"511","Montipora_capitata_HIv3___RNAseq.g45274.t1","GO:0060041","retina development in camera-type eye",174,9,5.58,0.0202,"Biological Processes",6653,"Montipora_capitata_HIv3___Scaffold_13_954675",159,-25.13,"81.25%","87.50%",-0.745400639821635,0.0517241379310345
"512","Montipora_capitata_HIv3___RNAseq.g45274.t1","GO:0060990","lipid tube assembly involved in organelle fission",1,1,0.03,0.03207,"Biological Processes",6653,"Montipora_capitata_HIv3___Scaffold_13_954675",159,-25.13,"81.25%","87.50%",-0.745400639821635,1
"513","Montipora_capitata_HIv3___RNAseq.g34610.t2a","GO:0005654","nucleoplasm",2429,90,76.36,0.0272,"Cellular Components",20364,"Montipora_capitata_HIv3___Scaffold_8_553085",164,-30.15,"78.95%","89.47%",-0.762345007592149,0.0370522848909016
"514","Montipora_capitata_HIv3___RNAseq.g34610.t2a","GO:0043229","intracellular organelle",7407,242,232.84,0.0138,"Cellular Components",20364,"Montipora_capitata_HIv3___Scaffold_8_553085",164,-30.15,"78.95%","89.47%",-0.762345007592149,0.0326717969488322
